Ticker,Exchange,Market Capitalization,Last,Change %,Change,Volume,Price to Earnings Ratio (TTM),Number of Employees,Sector
AAXN,NASDAQ,10816828479,170.21,4.71883844,7.67,405084,,1323,Electronic Technology
NWS,NASDAQ,10810658425,18.305,-2.32123799,-0.435,301293,,23500,Consumer Services
MOS,NYSE,10739619700,28.33,-0.28159099,-0.08,2205329,,12600,Process Industries
PWR,NYSE,10739509740,77.34,-0.60403547,-0.47,472586,28.76524954,40300,Industrial Services
MRTX,NASDAQ,10730740956.5,213.415,0.22777439,0.485,136864,,111,Health Technology
XPO,NYSE,10702035999,117.07,-2.48229904,-2.98,890590,235.90096286,100000,Transportation
FIVE,NASDAQ,10635736812,190.36,0.89039644,1.68,324379,96.48189814,16600,Retail Trade
DAR,NYSE,10631660800,65.6,-2.98728187,-2.02,692350,22.9080561,10100,Process Industries
MHK,NYSE,10598623596.000002,148.86,-1.37149672,-2.07,198886,20.35825566,41800,Consumer Durables
FND,NYSE,10527616310,101.23,-1.28717699,-1.32,392936,62.6603935,7317,Retail Trade
NWL,NASDAQ,10514154000,24.78,0.486618,0.12,1040581,,30000,Producer Manufacturing
WLK,NYSE,10510243380,82.29,-2.14056368,-1.8,158857,37.47493204,9430,Process Industries
BWA,NYSE,10455632440,42.76,-1.9266055,-0.84,1082374,24.93280723,29000,Producer Manufacturing
ALLE,NYSE,10450108060,113.54,-1.3038943,-1.5,328874,35.44818661,11000,Producer Manufacturing
DNB,NYSE,10444832910,24.69,-1.16092874,-0.29,516916,,4215,Technology Services
VST,NYSE,10369640800,21.2,0.04719207,0.01,2406107,11.55020168,5475,Utilities
GWRE,NYSE,10369607502,123.81,-0.87269816,-1.09,135279,,2690,Technology Services
MMP,NYSE,10358474805,46.305,-0.16170763,-0.075,854078,11.46289019,1884,Industrial Services
SKLZ,NYSE,10354334564,28,-4.10958904,-1.2,2946103,,,Technology Services
BSAC,NYSE,10336300000,21.215,-3.30446673,-0.725,608591,16.32440476,11200,Finance
HST,NASDAQ,10326000000,14.345,-2.01502732,-0.295,5110562,,175,Finance
BILL,NYSE,10310843691,131.13,0.73749712,0.96,368299,,618,Technology Services
CBOE,NYSE ARCA,10282357140,95.17,-0.94712739,-0.91,186904,22.68766677,823,Finance
BLDP,NASDAQ,10278949040,36.46,2.32949761,0.83,4085349,,610,Producer Manufacturing
MORN,NASDAQ,10275612710,239.9,3.30276019,7.67,59205,57.07299091,6737,Finance
MKSI,NASDAQ,10200363500,185,0.0216263,0.04,144998,36.91447959,5500,Electronic Technology
AMED,NASDAQ,10198487714.999998,310.83,2.61802575,7.93,124334,60.60666693,21300,Health Services
RH,NYSE,10161325298,498.07,-0.6245012,-3.13,182946,63.97263421,5100,Retail Trade
PLAN,NYSE,10146696920,71.51,0.09798432,0.07,502274,,1601,Technology Services
GFL,NYSE,10130337442.56,31.04,1.83727034,0.56,130845,,11500,Transportation
OZON,NASDAQ,10129900000,52.24,-5.01818182,-2.76,1579623,,13007,Retail Trade
AQN,NYSE,10128197605,17.285,-0.14442519,-0.025,364232,20.62239788,2469,Utilities
NRG,NYSE,10113191610,41.41,1.32126254,0.54,758899,2.48381902,4577,Utilities
NTRA,NASDAQ,10096698073,118.27,-1.43345279,-1.72,422217,,1039,Health Services
GSX,NYSE,10047900000,91.43,17.09784836,13.35,11613871,,6435,Technology Services
BEPC,NYSE,10026274320,58.23,-2.24945442,-1.34,261966,,,Utilities
LEA,NYSE,10001863692,166.59,-0.78613543,-1.32,125374,95.18707483,164100,Producer Manufacturing
CPT,NYSE,9989870000,102.5,-0.06824608,-0.07,230590,53.83404188,1650,Finance
WSM,NYSE,9974782048,130.24,2.78588904,3.53,565023,18.6417737,27000,Retail Trade
FANG,NASDAQ,9968159400,63.1,3.81704508,2.32,3222468,,712,Energy Minerals
KC,NASDAQ,9950330000,52.0986,14.15118317,6.4586,2623040,,1841,Technology Services
GFLU,NYSE,9943502377.17908,74.33,1.7104543,1.25,3195,,11500,Transportation
QDEL,NASDAQ,9918698728,235.78,7.91340565,17.29,970411,25.65339908,1250,Health Technology
AMH,NYSE,9886380000,31.25,-0.03198976,-0.01,650707,116.25139457,1324,Finance
SFIX,NASDAQ,9882156053.119999,94.24,14.80082836,12.15,3432770,,8000,Retail Trade
GL,NYSE,9878522870,94.385,-1.38439035,-1.325,227334,14.52925282,3196,Finance
HSIC,NASDAQ,9868677120,69.12,0.99357101,0.68,290957,24.46382614,19000,Distribution Services
LNC,NYSE,9821727300,50.82,-0.76157001,-0.39,395444,12.88399124,11357,Finance
FLEX,NASDAQ,9805156270,19.565,0.95459236,0.185,3446275,30.22457891,160000,Electronic Technology
CX,NYSE,9778830000,6.22,-3.71517028,-0.24,8370277,,40640,Non-Energy Minerals
AU,NYSE,9776070000,23.4,-0.21321962,-0.05,1845469,34.03977355,,Non-Energy Minerals
NVTA,NYSE,9727335000,55.05,3.61377753,1.92,4790683,,1300,Health Services
WSO,NYSE,9716152658.3,252.89,2.98082013,7.32,108245,37.0029383,5800,Producer Manufacturing
AZPN,NASDAQ,9705900295,143.195,-0.31674208,-0.455,83661,46.3028623,1710,Technology Services
DADA,NASDAQ,9637890000,44.36,3.3791657,1.45,1190507,,2149,Technology Services
IIVI,NASDAQ,9629776623.6,92.8386,-0.46252814,-0.4314,553406,,22969,Electronic Technology
SNA,NYSE,9584056988,176.78,0.38044404,0.67,216189,16.45949381,12800,Consumer Durables
PNR,NYSE,9579866140,57.59,0.33101045,0.19,557872,27.26840855,9500,Producer Manufacturing
BFAM,NYSE,9576427116,158.12,-0.77811245,-1.24,99462,130.50528212,33800,Commercial Services
IPG,NYSE,9553907325,24.495,-0.74959481,-0.185,1366057,17.12461837,54300,Commercial Services
IVZ,NYSE,9549574650,20.79,-0.52631579,-0.11,2495015,19.50900775,8821,Finance
AAL,NASDAQ,9498484300,15.7,-0.82122552,-0.13,27765481,,133700,Transportation
BG,NYSE,9481963400,67.9,-1.13570181,-0.78,751346,20.35324798,24000,Process Industries
DLB,NYSE,9441801655.800001,94.09,-0.11677282,-0.11,111271,41.78495387,2289,Consumer Services
TPR,NYSE,9430244272.5,33.9945,0.72444444,0.2445,2105568,,17300,Retail Trade
GLPI,NASDAQ,9416950000,40.945,-0.03662109,-0.015,1675921,19.68379067,648,Finance
BHC,NYSE,9415053010,26.51,-0.63718141,-0.17,2424678,,21700,Health Technology
FWONK,NASDAQ,9407972930.400002,40.59,-0.92750793,-0.38,318670,,6667,Consumer Services
WSO.B,NYSE,9402641623.1,244.73,-0.65760097,-1.62,146,37.48813381,5800,Producer Manufacturing
JAZZ,NASDAQ,9379451900,168.35,1.55637329,2.58,196977,52.41904882,1620,Health Technology
DNLI,NASDAQ,9360799080,78.06,3.80319149,2.86,150526,,261,Health Technology
TS,NYSE,9326270000,15.38,-2.65822785,-0.42,1466016,,23200,Non-Energy Minerals
BRKR,NASDAQ,9302842080,60.76,-0.16431153,-0.1,132697,59.86033245,7230,Health Technology
AOS,NYSE,9295720416.81,57.57,-0.80978635,-0.47,399468,29.91444181,15100,Producer Manufacturing
TWST,NASDAQ,9293715873,191.165,-1.72981031,-3.365,507926,,525,Health Technology
VIV,NYSE,9290510000,8.11,-2.28915663,-0.19,802308,14.01553529,32793,Communications
CF,NYSE,9286093560,43.41,-0.11504832,-0.05,825412,32.93422249,3000,Process Industries
UHAL,NASDAQ,9284783495,473.525,-0.84907241,-4.055,12867,18.45577153,30000,Finance
DOX,NASDAQ,9272099200,70.72,-0.19757268,-0.14,182451,19.1379031,,Technology Services
ADPT,NASDAQ,9204071740,67.295,0.42530966,0.285,188918,,453,Commercial Services
IPHI,NASDAQ,9194972418,176.445,-0.94593836,-1.685,193863,,685,Electronic Technology
RARE,NASDAQ,9153978046,138.37,3.96724021,5.28,224274,,740,Health Technology
RE,NYSE,9148948044,228.92,-1.24245039,-2.88,104400,14.03606506,1603,Finance
DBX,NASDAQ,9114058439.46,22.035,0.43299909,0.095,2915839,126.45533141,2801,Technology Services
OC,NYSE,9096983650,84.05,-2.60718424,-2.25,488938,,19000,Process Industries
LMND,NYSE,9078122179,151.13,1.98393954,2.94,2284645,,279,Finance
WU,NYSE,9061106840,22.04,0.04539265,0.01,1293273,13.05094787,11500,Finance
ARMK,NYSE,9052533200,35.65,-1.4921249,-0.54,588769,,247900,Consumer Services
LPLA,NASDAQ,9046829260,114.1,-2.31164384,-2.7,235494,19.44495314,4343,Finance
ST,NYSE,9013863000,57.3,0.68529257,0.39,914350,94.25306393,21050,Electronic Technology
HUBB,NYSE,9010309745,166.13,0.35034733,0.58,110043,24.33807207,18800,Producer Manufacturing
FATE,NASDAQ,9003453830,97.475,-2.20226748,-2.195,646435,,178,Health Technology
KGC,NYSE,8935188300,7.101,-0.40673212,-0.029,8871389,8.31055628,,Non-Energy Minerals
LAD,NYSE,8935042008.75,336.8625,1.9158624,6.3325,244447,21.87158804,14320,Retail Trade
ATR,NYSE,8934831096.75,138.0483,-0.04467453,-0.0617,139636,43.82635738,14000,Process Industries
GNTX,NASDAQ,8926201225,36.425,-0.39649986,-0.145,561981,30.16331244,5874,Producer Manufacturing
WEX,NYSE,8925292500,202.25,-0.33017938,-0.67,120845,196.28554846,5000,Technology Services
DECK,NYSE,8925126980,317.8,-1.60990712,-5.2,149369,29.35136216,3600,Consumer Non-Durables
SJR,NYSE,8918127593.408,17.6,-1.01237345,-0.18,345771,17.40658911,9500,Consumer Services
COLD,NYSE,8895080000,35.39,0.14148274,0.05,607069,80.50113895,12600,Finance
PEN,NYSE,8884987528,244.69,-0.41107041,-1.01,164264,,2700,Health Technology
RP,NASDAQ,8879958220,87.055,0.06321839,0.055,831388,161.20066704,7000,Technology Services
SCI,NYSE,8877273250,50.95,-1.54589372,-0.8,224043,20.3467799,24594,Consumer Services
SMAR,NYSE,8778775577.6,71.8112,1.83096994,1.2912,372128,,1588,Technology Services
CHE,NYSE,8774845903,550.085,0.89415088,4.875,29209,33.05585197,16641,Health Services
AGNC,NASDAQ,8769740000,16.065,-0.12433945,-0.02,3809654,,51,Finance
BYND,NASDAQ,8751748176,139.68,3.76643637,5.07,2681767,,472,Consumer Non-Durables
EWBC,NASDAQ,8750070840,61.81,1.04626451,0.64,456823,14.89480861,3300,Finance
SBNY,NASDAQ,8731582384,158.48,4.42804428,6.72,478616,15.2268577,,Finance
BLDR,NASDAQ,8726272740,42.54,-0.14084507,-0.06,1404166,23.32712737,15800,Producer Manufacturing
IRM,NYSE,8722940000,30.095,-0.57813016,-0.175,1013095,65.6189031,26750,Finance
EHC,NYSE,8691394825,87.41,-0.10285714,-0.09,265025,32.82070518,31570,Health Services
PNW,NYSE,8683480640,77.12,-0.52882755,-0.41,279572,13.81159369,97,Utilities
CONE,NASDAQ,8658410000,70.98,-1.27955494,-0.92,479666,,452,Finance
AEG,NYSE,8643481680,4.24,-0.93457944,-0.04,774739,9.63963964,23757,Finance
IONS,NASDAQ,8628477330,61.71,0.71813285,0.44,396064,151.65841584,817,Health Technology
VEDL,NYSE,8623900000,9.105,-1.88577586,-0.175,452741,,79378,Non-Energy Minerals
CMA,NYSE,8585212230,61.69,-0.59619723,-0.37,452246,18.89308329,,Finance
SEIC,NASDAQ,8559266850,59.205,-0.97842449,-0.585,209314,20.05433689,3756,Finance
CIEN,NYSE,8558153310,55.37,1.41025641,0.77,653245,23.57004101,7032,Electronic Technology
SID,NYSE,8542879999.999999,6.13,-0.96930533,-0.06,2567309,39.90973565,38304,Non-Energy Minerals
AGCO,NYSE,8534049030,113.94,-0.98201095,-1.13,365716,42.65801668,20961,Producer Manufacturing
GFI,NYSE,8524160000,9.62,-0.31088083,-0.03,3459726,33.81219341,5655,Non-Energy Minerals
OCFT,NYSE,8509660000,22.48,3.02474794,0.66,1127339,,3631,Finance
FWONA,NASDAQ,8487804107.2,36.62,-0.73190567,-0.27,132203,,6667,Consumer Services
PRAH,NASDAQ,8483784600.000001,132.25,-1.78969256,-2.41,144741,39.38924152,17500,Commercial Services
FVRR,NYSE,8481506144,241.52,-0.06206811,-0.15,465300,,419,Technology Services
LAMR,NASDAQ,8446030000.000001,83.37,-0.45373134,-0.38,227919,35.60950721,3600,Finance
BBIO,NASDAQ,8432150160,68.72,3.43166767,2.28,310317,,248,Health Technology
NI,NYSE,8392342799.999999,21.9,-0.09124088,-0.02,1095130,,8363,Utilities
UAA,NYSE,8368164540.000001,18.405,-1.47216274,-0.275,2170991,,16400,Consumer Non-Durables
ACAD,NASDAQ,8362242800,52.6,1.13439723,0.59,322796,,503,Health Technology
Y,NYSE,8359639200,584.1,-1.25773405,-7.44,23924,,10786,Finance
AYX,NYSE,8344877845.189999,125.33,1.07258065,1.33,327947,,1200,Technology Services
CHDN,NASDAQ,8339251072.000001,211.36,0.53750654,1.13,65871,,5500,Consumer Services
GPS,NYSE,8333366120,22.28,-1.45953118,-0.33,2679105,,129000,Retail Trade
SUZ,NYSE,8324670000,11.745,-4.82171799,-0.595,364217,,35000,Process Industries
MCFE,NASDAQ,8315924538.565,19.595,1.42339545,0.275,1580835,,,Technology Services
ARWR,NASDAQ,8295572610,80.73,0.88727818,0.71,340421,,232,Health Technology
NYT,NYSE,8286642900,49.55,-0.8405043,-0.42,440952,52.99045599,4500,Consumer Services
ATH,NYSE,8281775320.000001,43.255,-0.99565118,-0.435,435170,10.18296236,1325,Finance
JNPR,NYSE,8281319639.999999,25.115,-0.53465347,-0.135,3011489,21.51866371,9419,Technology Services
ASND,NASDAQ,8272020000,160.1,3.38370141,5.24,122702,,,Health Technology
STOR,NYSE,8248080000,31.31,-0.31836995,-0.1,534247,35.52363719,97,Finance
KOD,NASDAQ,8240642231.499999,162.295,2.70535375,4.275,90275,,39,Health Technology
LEVI,NYSE,8217708118.14,20.69,-0.76738609,-0.16,510516,,15800,Consumer Non-Durables
GLOB,NYSE,8194239886.5,207.135,0.05071729,0.105,131256,164.32256528,11855,Technology Services
EV,NYSE,8179966819.440001,71.34,-0.25167785,-0.18,313135,58.95639271,1983,Finance
OHI,NYSE,8165330000,35.89,-0.22240756,-0.08,399328,53.95230238,49,Finance
ACI,NYSE,8139844505,17.485,0.60414269,0.105,1414942,9.45541592,,Retail Trade
YSG,NYSE,8139010000,19.38,3.36,0.63,1489572,,,Retail Trade
JLL,NYSE,8136126911,158.59,2.7603188,4.26,140938,18.95154358,93400,Finance
MBT,NYSE,8128440000,9.09,-0.87241003,-0.08,1915520,10.57182384,62885,Communications
CSL,NYSE,8124268579.999999,152.2,-0.54887611,-0.84,148388,25.02698283,15000,Producer Manufacturing
IAA,NYSE,8109584150,60.31,-0.52779152,-0.32,357057,46.30011455,3800,Retail Trade
STLD,NASDAQ,8103336840.000001,38.52,-0.56788849,-0.22,940579,17.09545033,8385,Non-Energy Minerals
NFE,NASDAQ,8096395395,46.365,-0.52563828,-0.245,368223,,201,Industrial Services
CBSH,NASDAQ,8095040444.900001,69.1169,1.35929022,0.9269,215969,25.42790021,4835,Finance
MLCO,NASDAQ,8050960000,16.395,-2.87322275,-0.485,2426532,,23078,Consumer Services
BPY,NASDAQ,8041189200,17.05,-0.05861665,-0.01,2064121,,22000,Finance
FHN,NYSE,8027782360,14.47,0.90655509,0.13,2936609,9.38236064,5017,Finance
AIZ,NYSE,8009723043,135.03,-1.94611866,-2.68,176626,20.94321258,14200,Finance
RS,NYSE,8001415650,125.5,0.07176461,0.09,157024,20.52570419,15300,Non-Energy Minerals
NVAX,NASDAQ,7977718616.22,125.3178,2.38382353,2.9178,1617498,,165,Health Technology
REG,NASDAQ,7949510000,46.76,-0.19210245,-0.09,681717,169.19465511,450,Finance
SPCE,NYSE,7930695700.799999,33.8424,1.72046889,0.5724,10077755,,906,Electronic Technology
PFPT,NASDAQ,7921618341.000001,137.27,-0.57221498,-0.79,238673,,3368,Technology Services
ACM,NYSE,7898573750,53.45,-0.05609574,-0.03,295217,,54000,Industrial Services
ARW,NYSE,7897872934,104.545,-2.01968135,-2.155,111090,18.48867634,19300,Distribution Services
RL,NYSE,7887734862,107.87,-0.0185374,-0.02,1410471,,24900,Retail Trade
RNR,NYSE,7877074300,155.03,-2.30638352,-3.66,112937,12.7525354,566,Finance
SYNH,NASDAQ,7868413020,75.66,0.30491847,0.23,234780,41.45416575,24000,Health Services
VER,NYSE,7844990000,35.66,-0.75146117,-0.27,804454,30.15526647,160,Finance
BB,NYSE,7844450723.200001,13.9577,8.62023346,1.1077,93016231,,3668,Technology Services
G,NYSE,7842794160,41.42,0.2905569,0.12,228062,25.69686411,96500,Commercial Services
SITE,NYSE,7790985456.1,176.1431,1.91697043,3.3131,96498,67.63060067,4600,Distribution Services
RHI,NYSE,7790532999.999999,68.35,0.39659224,0.27,699780,23.89778152,205600,Commercial Services
SPWR,NASDAQ,7782692999.999999,45.7375,4.47121974,1.9575,12363176,121.61111111,8400,Producer Manufacturing
NLSN,NYSE,7766513245,21.755,-0.11478421,-0.025,1414852,,46000,Commercial Services
ZION,NASDAQ,7764738800,47.32,-0.14771049,-0.07,706352,15.54382052,,Finance
SRPT,NASDAQ,7729496784.8,97.9496,1.06231944,1.0296,1041235,,743,Health Technology
NKLA,NASDAQ,7727850560,20.12,0.90270812,0.18,6113078,,,Consumer Durables
UGI,NYSE,7722294449.999999,37.05,0.40650407,0.15,586448,14.58267468,6500,Utilities
ALV,NYSE,7712774625,88.31,-1.8668741,-1.68,231987,51.17720655,59000,Producer Manufacturing
NCLH,NYSE,7710987480,24.43,-2.24089636,-0.56,9131088,,36000,Consumer Services
RDFN,NASDAQ,7688081280,75.12,-1.72684458,-1.32,725222,,3377,Finance
USFD,NYSE,7670085769.999999,34.73,-1.69827342,-0.6,741764,,28000,Distribution Services
BL,NASDAQ,7653275849.999999,133.67,0.97446744,1.29,139561,,1055,Technology Services
WWD,NASDAQ,7649659765,121.825,-0.42909685,-0.525,190306,32.70953081,7100,Producer Manufacturing
LPL,NYSE,7585700000,10.56,-0.37735849,-0.04,478181,,26665,Electronic Technology
EBR,NYSE,7578380000,5.535,-5.86734694,-0.345,1874408,6.68789809,13089,Utilities
TTEK,NASDAQ,7570782372,140.78,4.45169907,6,520648,42.66134903,20000,Industrial Services
MIDD,NASDAQ,7559936062,135.94,-0.96167857,-1.32,143264,28.76362112,9778,Producer Manufacturing
XLRN,NASDAQ,7526077320,124.91,0.21662388,0.27,191358,,237,Health Technology
LITE,NASDAQ,7503614160,99.1,1.67230943,1.63,1465355,49.07360789,5473,Producer Manufacturing
SHC,NASDAQ,7487889680,26.99,3.52896049,0.92,282347,,,Health Technology
DCI,NYSE,7454472000,59.05,0.69918145,0.41,169625,29.5803067,12400,Process Industries
QTWO,NYSE,7452046560.000001,138.3,1.2741652,1.74,243599,,1574,Technology Services
DXC,NYSE,7449183360,29.28,-0.06825939,-0.02,1411029,,138000,Technology Services
MANH,NASDAQ,7441164864,117.135,-0.90939853,-1.075,95255,91.2325384,3400,Technology Services
ZI,NASDAQ,7438861065.515,46.255,0.01081081,0.005,639005,,,Technology Services
KNX,NYSE,7423356720,43.71,0.43658088,0.19,741747,22.21428207,23600,Transportation
UTHR,NASDAQ,7422896715,167.03,-0.06581309,-0.11,118571,15.81477206,920,Health Technology
RGA,NYSE,7406491740,109.02,-1.41074335,-1.56,200051,14.05600539,3188,Finance
HLF,NYSE,7399933400,50.15,-0.81091772,-0.41,143645,19.50767806,9500,Distribution Services
AFG,NYSE,7387401873,85.065,-1.33959638,-1.155,120853,30.82037534,6800,Finance
PSO,NYSE,7380000000,9.715,-1.2703252,-0.125,234972,22.86776667,26000,Consumer Services
COG,NYSE,7379708700,18.515,0.84422658,0.155,2356486,34.44652908,274,Energy Minerals
CASY,NASDAQ,7350573657,199.01,1.44255276,2.83,152890,22.22952454,37153,Retail Trade
CHNG,NASDAQ,7349992650,24.05,0,0,2497521,,15000,Technology Services
CHNGU,NASDAQ,7349990000,81.22,-0.17207473,-0.14,632,,15000,Technology Services
ADT,NYSE,7322222561.875,8.975,-1.69769989,-0.155,1576616,,17500,Commercial Services
GLPG,NASDAQ,7322200000,110.55,-1.24173664,-1.39,346896,,1003,Health Technology
VOYA,NYSE,7303341120,57.84,-0.9758603,-0.57,720650,,6000,Finance
PII,NYSE,7299738831,118.31,0.48411755,0.57,310053,362.38842721,14000,Consumer Durables
H,NYSE,7268914346.24,71.38,-1.57198014,-1.14,288662,,55000,Consumer Services
LECO,NASDAQ,7268508954,122.22,1.0249628,1.24,114761,35.87888134,11000,Producer Manufacturing
IRTC,NASDAQ,7265199096,251.64,-0.09528347,-0.24,138804,,997,Health Technology
GRUB,NYSE,7254368549.999999,78.21,0.47533402,0.37,698283,,2714,Retail Trade
EEFT,NASDAQ,7232011776,138.24,-1.06634223,-1.49,129316,289.41590721,7700,Technology Services
VNO,NYSE,7183760000,37.58,0.05324814,0.02,850900,134.28673579,4008,Finance
PTR,NYSE,7175740000,32.7,-3.85180829,-1.31,84321,,460724,Energy Minerals
UA,NYSE,7174661040,15.78,-2.04841713,-0.33,1972546,,16400,Consumer Non-Durables
KIM,NYSE,7170830000,16.6175,0.22617612,0.0375,3743447,8.23482666,502,Finance
EXPI,NASDAQ,7169390729,102.49,4.87056175,4.76,647685,299.23453766,634,Finance
WAL,NYSE,7167873112.599999,71.0894,2.46382243,1.7094,790288,15.87897375,1835,Finance
LSPD,NYSE,7156466671,68.5,-2.61586579,-1.84,491907,,1100,Technology Services
FLIR,NASDAQ,7134723199.999999,54.4,0.40605389,0.22,773661,51.47254418,4265,Electronic Technology
SC,NYSE,7110029330,23.23,-0.55650685,-0.13,254549,13.78171091,5175,Finance
BLD,NYSE,7099915756,214.99,-0.21813794,-0.47,101039,32.41413549,10400,Producer Manufacturing
KSS,NYSE,7036008760,44.63,-0.35722259,-0.16,2269614,,122000,Retail Trade
SEE,NYSE,7033085490,45.33,0.3986711,0.18,466863,14.91083223,16500,Process Industries
BC,NYSE,7002261588,89.38,-1.19389786,-1.08,308368,21.04748831,12828,Consumer Durables
BERY,NYSE,6978045000,52.27,-1.91405517,-1.02,518976,12.83168794,47000,Process Industries
NNN,NYSE,6964760000,39.96,-0.32427039,-0.13,410873,32.47468611,70,Finance
IOVA,NASDAQ,6952963800,47.4,-0.52465897,-0.25,549368,,148,Health Technology
RGLD,NASDAQ,6940966680.000001,105.8,0.29386672,0.31,115619,29.35414754,27,Non-Energy Minerals
PVH,NYSE,6936545268,97.56,-1.8313544,-1.82,393864,,21500,Consumer Non-Durables
ALLK,NASDAQ,6931485666.000001,132.02,2.63546607,3.39,142617,,90,Health Technology
AMWL,NYSE,6924165078.53,29.47,1.06310014,0.31,1977897,,686,Technology Services
ICL,NYSE,6914970000,5.4,-0.73529412,-0.04,39747,,12117,Process Industries
RBA,NYSE,6914080000,63.2,0.58889066,0.37,479861,39.6678038,2400,Commercial Services
PACB,NASDAQ,6902912009.999999,36.87,1.54227486,0.56,2418543,,404,Health Technology
WOOF,NASDAQ,6899969005.815001,26.115,-4.12995595,-1.125,2073970,,,Retail Trade
ITT,NYSE,6889536000,79.74,-0.73447031,-0.59,400797,46.03966071,10500,Producer Manufacturing
SQM,NYSE,6883160000,56.4613,-1.25690801,-0.7187,631214,92.5093027,5741,Process Industries
MNSO,NYSE,6868620000,30,-1.08803165,-0.33,851119,,,Retail Trade
LHCG,NASDAQ,6856950753.5,217.045,1.11576986,2.395,38868,65.25902955,30399,Health Services
EXEL,NASDAQ,6853289960,22.09,3.61163227,0.77,2788747,44.55590387,617,Health Technology
KRC,NYSE,6847060000,57.83,-2.65948494,-1.58,504237,36.58476507,267,Finance
HII,NYSE,6816524284,168.34,0.86883576,1.45,159783,11.43818623,42000,Electronic Technology
PFGC,NYSE,6808490740.000001,50.99,-0.91333074,-0.47,227734,,20000,Distribution Services
CLR,NYSE,6800657080,18.62,-1.53358012,-0.29,1676712,,1260,Energy Minerals
CUBE,NYSE,6793300000,35.01,0.63236562,0.22,377357,40.85251292,3011,Finance
JBL,NYSE,6773119500,45.29,-0.65803904,-0.3,253620,32.8080023,240000,Electronic Technology
RCM,NASDAQ,6769930400,26.45,1.73076923,0.45,400271,283.53326063,22500,Commercial Services
TGTX,NASDAQ,6756824300,49.03,3.17760943,1.51,955528,,134,Health Technology
OMF,NYSE,6736448900,50.15,-2.03164681,-1.04,312806,10.96591761,9700,Finance
NTNX,NASDAQ,6735717516.84,33.42,0.30012005,0.1,593731,,6170,Technology Services
IQ,NASDAQ,6732190000,20.61,-1.19846596,-0.25,7152268,,8889,Technology Services
ONEM,NASDAQ,6712501045,50.465,1.99070331,0.985,769068,,1700,Health Services
ALK,NYSE,6703541012.8,54.2077,-1.36881368,-0.7523,569978,,24134,Transportation
LFUS,NASDAQ,6679752404.000001,274.04,-1.56962753,-4.37,110178,73.138759,11300,Producer Manufacturing
NCNO,NASDAQ,6663670120,72.2,2.04946996,1.45,1229455,,877,Technology Services
AN,NYSE,6661924299.999999,75.82,-1.7748413,-1.37,176454,17.59316239,25000,Retail Trade
FUTU,NASDAQ,6652600000,98.645,-0.26792033,-0.265,6117458,118.38420108,847,Technology Services
TMX,NYSE,6631771400,50.2,-4.8701914,-2.57,358475,202.64976959,12000,Consumer Services
CPRI,NYSE,6628468000,44,0.82493126,0.36,1185243,,17006,Retail Trade
SSL,NYSE,6627800000,10.57,-2.12962963,-0.23,748015,,31001,Process Industries
HRC,NYSE,6617152650,99.725,-0.33479912,-0.335,178025,30.15944781,10000,Health Technology
HALO,NASDAQ,6612476445,48.915,2.97894737,1.415,427095,309.64797914,132,Health Technology
FRT,NYSE,6578270000,87.485,0.60372585,0.525,368667,37.37642912,308,Finance
SDGR,NASDAQ,6577648223.38,94.66,0.05284854,0.05,348751,,394,Technology Services
BE,NYSE,6566483414.61,39.51,5.07978723,1.91,2447181,,1518,Producer Manufacturing
PAA,NASDAQ,6563577770,9.01,-1.20614035,-0.11,4629695,,5000,Industrial Services
VRT,NYSE,6563333805,19.985,-3.03250849,-0.625,2258999,,19800,Electronic Technology
DCT,NASDAQ,6548518360,50.02,-0.37841068,-0.19,290666,,,Technology Services
ARES,NYSE,6540041040,45.47,-0.63374126,-0.29,155911,85.40500187,1200,Finance
WMS,NYSE,6534256512,92.715,1.0958456,1.005,173520,44.76060325,4950,Producer Manufacturing
POST,NYSE,6515541890,98.9,-0.2420819,-0.24,141360,,10200,Consumer Non-Durables
HQY,NASDAQ,6513028266.5,84.595,-0.47647059,-0.405,435161,1954.02298851,2931,Finance
PLNT,NYSE,6503482299,79.49,-1.79145046,-1.45,542768,1181.60583942,1735,Consumer Services
AXTA,NYSE,6501519970,27.61,-2.5758645,-0.73,2503253,71.92893401,14000,Process Industries
PHI,NYSE,6496800000,29.3525,-2.3860991,-0.7175,19977,12.37041303,18784,Communications
CLF,NYSE,6495667340,16.27,-0.30637255,-0.05,7996233,,2372,Non-Energy Minerals
PSXP,NYSE,6491706200,28.43,0.28218695,0.08,668938,7.27464012,,Industrial Services
OSK,NYSE,6479394796,95.02,0.49709149,0.47,273196,20.04069607,14400,Producer Manufacturing
TRGP,NYSE,6478777770,28.29,-1.66840459,-0.48,1059820,,2680,Energy Minerals
IRDM,NASDAQ,6478477199.999999,48.6,0.6002898,0.29,545464,,497,Communications
REXR,NYSE,6476650000,49.87,0.5038291,0.25,280048,86.11593197,123,Finance
PB,NYSE,6450408834,69.69,0.6935414,0.48,158362,13.28508907,3901,Finance
TPL,NYSE,6449673628.799999,831.555,2.54590522,20.645,14545,31.04710418,94,Finance
AZEK,NYSE,6443419404,41.64,1.23997082,0.51,7338072,,1663,Producer Manufacturing
NEO,NASDAQ,6441036005,55.955,1.20274914,0.665,365460,,1700,Health Services
GMED,NYSE,6436354795.31,65.23,-0.88132503,-0.58,100691,71.32329034,2000,Health Technology
